poi_id,terminal_code,terminal_name,venue_id,floor_id,floor_name,floor_level,name_vi,name_en,name_origin,lat,lng,type_id,type_name,categories,phone,website,open_close_at,status,img_logo
420364783232,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,+84 Cafe,+84 Cafe,+84 Cafe,10.81612125314,106.66467189789,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/5814813041735028728.png
420364799797,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,+84 Cafe,+84 Cafe,+84 Cafe,10.816019163993,106.66450057179,18,node-poi,8,+84 28 3844 8358,http://www.sasco.com.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/11795443461735028730.png
420364797070,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816222920725,106.66358800176,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364797171,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816282321753,106.6637469436,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796868,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816362531719,106.66396356063,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796969,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816440703928,106.66417708961,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364797474,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816522663216,106.66438801251,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364797575,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816585892521,106.6645502652,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796666,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816165166283,106.66342975143,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796767,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Băng Chuyền Nhận Hành Lý,Baggage Claim,Băng Chuyền Nhận Hành Lý,10.816649903947,106.66471182638,30,poi-baggage-claim,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364779595,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Big Bowl,Big Bowl,Big Bowl,10.815924162274,106.66412914228,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/11806343651735028728.png
420364799696,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Big Bowl,Big Bowl,Big Bowl,10.815836283005,106.664017444,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,6AM - 11:45PM,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/11795366681735028730.png
420364779292,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Buger King,Buger King,Buger King,10.81614002437,106.66472151876,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/11806482861735028728.png
420364795151,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Buồng Tắm,Shower,Buồng Tắm,10.817674115296,106.6661071208,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/2969542721735028730.png
420364778080,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Burkery,Burkery,Burkery,10.817005850592,106.66407151563,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17286325641735028728.png
420364777575,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Bưu Điện,Post Office,Bưu Điện,10.816044622184,106.66429768169,18,node-poi,20,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17288956571735028728.png
420364793535,T2,Ga Quốc Tế T2,420321697575,420322445757,F3,3,Cà Phê Trung Nguyên,Trung Nguyen Coffee,Cà Phê Trung Nguyên,10.815995459151,106.66430488327,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/5874618341735028731.png
420364714040,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cà Phê Trung Nguyên,Trung Nguyen Coffee,Cà Phê Trung Nguyên,10.816027726312,106.66408516467,18,node-poi,8,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/5799481971735028726.png
420364780000,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Coach,Coach,Coach,10.816839256766,106.66349929642,18,node-poi,,+84 28 3823 7180,https://world.coach.com/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17284417181735028728.png
420364786969,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 08,Gate 08,Cửa 08,10.815395414767,106.66178384346,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364786868,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 09,Gate 09,Cửa 09,10.81617036682,106.66185565541,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796464,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 10,Gate 10,Cửa 10,10.816677853163,106.66271830376,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364796565,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 11,Gate 11,Cửa 11,10.816708459262,106.66280926837,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364793838,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 12,Gate 12,Cửa 12,10.816747977555,106.66290314568,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364793939,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 13,Gate 13,Cửa 13,10.81678238036,106.66299963263,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784242,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 15,Gate 15,Cửa 15,10.816485435714,106.66219000953,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784343,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 16,Gate 16,Cửa 16,10.816733984529,106.66280731504,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364785151,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 17,Gate 17,Cửa 17,10.816979784596,106.66345234914,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784040,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 18,Gate 18,Cửa 18,10.817211309046,106.66410573303,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784141,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 19,Gate 19,Cửa 19,10.817458865998,106.66475520594,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784646,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 20,Gate 20,Cửa 20,10.817690405468,106.66535383892,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364792222,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 22,Gate 22,Cửa 22,10.817797723495,106.66567621688,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364792323,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 23,Gate 23,Cửa 23,10.817841625689,106.66578811528,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364792020,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 24,Gate 24,Cửa 24,10.817879394332,106.66589345485,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364792121,T2,Ga Quốc Tế T2,420321697575,420322445656,F0 - Arrival,0,Cửa 25,Gate 25,Cửa 25,10.81791891247,106.66600342542,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784747,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 26,Gate 26,Cửa 26,10.817968254713,106.66609564565,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364784444,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa 27,Gate 27,Cửa 27,10.818211929164,106.66673528963,27,poi-gate,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364786161,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.817275102364,106.66449745016,18,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17321767131735028726.png
420364778282,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.8173891806,106.66513571371,18,node-poi,3,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17286065121735028728.png
420364779090,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.816386097143,106.66249582875,18,node-poi,3,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364779191,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.816309109697,106.66229437569,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364710404,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.81654770151,106.66255496344,18,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364710505,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Lưu Niệm,Souvenir Shop,Cửa Hàng Lưu Niệm,10.816404118259,106.66243828735,18,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17319195881735028726.png
420364713030,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Lưu Niệm Sasco,Sasco Souvenir Shop,Cửa Hàng Lưu Niệm Sasco,10.816038786952,106.66191196256,18,node-poi,"3,8",+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17317926081735028726.png
420364780808,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,10.816237502999,106.66204132139,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364780606,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,10.817105122064,106.66417966647,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364777676,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,10.817321257232,106.66488948397,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364776363,T2,Ga Quốc Tế T2,420321697575,420322445959,F2 - Departure,2,Cửa Hàng Sasco,Sasco Shop,Cửa Hàng Sasco,10.815940867496,106.66203926662,18,node-poi,3,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17287676451735028728.png
420364786060,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Trường Minh,Truong Minh Shop,Cửa Hàng Trường Minh,10.817234925504,106.66434791702,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364712727,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Trường Minh,Truong Minh Shop,Cửa Hàng Trường Minh,10.815940559241,106.66190044256,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
420364711212,T2,Ga Quốc Tế T2,420321697575,420322445858,F1 - Gate,1,Cửa Hàng Trường Minh,Truong Minh Shop,Cửa Hàng Trường Minh,10.816801261506,106.66322410233,18,node-poi,,+84 28 3848 5634,http://tansonnhatairport.vn/,24 Hours,available,
