poi_id,terminal_code,terminal_name,venue_id,floor_id,floor_name,floor_level,name_vi,name_en,name_origin,lat,lng,type_id,type_name,categories,phone,website,open_close_at,status,img_logo
420371991212,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,An Ninh-Soi Chiếu,Security Screening,An Ninh-Soi Chiếu,10.812009396328,106.65351914101,42,poi-passport-control,,,,,available,
420372013232,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,An Ninh-Soi Chiếu VIP,VIP Security Screening,An Ninh-Soi Chiếu VIP,10.812501982016,106.6549645097,42,poi-passport-control,,,,,available,
420371997272,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 01,Baggage carousel 01,Băng chuyền nhận hành lý 01,10.811531135464,106.65299802795,30,poi-baggage-claim,,,,,available,
420371997373,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 02,Baggage carousel 02,Băng chuyền nhận hành lý 02,10.811609894975,106.65320171114,30,poi-baggage-claim,,,,,available,
420371997878,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 03,Baggage carousel 03,Băng chuyền nhận hành lý 03,10.811692950659,106.65340265892,30,poi-baggage-claim,,,,,available,
420371997979,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 04,Baggage carousel 04,Băng chuyền nhận hành lý 04,10.811776309957,106.65361193636,30,poi-baggage-claim,,,,,available,
420371997777,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 05,Baggage carousel 05,Băng chuyền nhận hành lý 05,10.811845998931,106.65381572341,30,poi-baggage-claim,,,,,available,
420371998181,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 06,Baggage carousel 06,Băng chuyền nhận hành lý 06,10.811923637165,106.65402106334,30,poi-baggage-claim,,,,,available,
420371995555,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 07,Baggage carousel 07,Băng chuyền nhận hành lý 07,10.812002885158,106.65423011858,30,poi-baggage-claim,,,,,available,
420371995858,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 08,Baggage carousel 08,Băng chuyền nhận hành lý 08,10.812075106094,106.65443207257,30,poi-baggage-claim,,,,,available,
420371995959,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 09,Baggage carousel 09,Băng chuyền nhận hành lý 09,10.812154668812,106.6546433773,30,poi-baggage-claim,,,,,available,
420371996060,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Băng chuyền nhận hành lý 10,Baggage carousel 10,Băng chuyền nhận hành lý 10,10.812228527975,106.65484927876,30,poi-baggage-claim,,,,,available,
420371719696,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Big Bow,Big Bow,Big Bow,10.811834386758,106.65285878977,18,node-poi,,,,,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17494357196696682.png
420371999696,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Bigbow,Bigbow,Bigbow,10.811364978596,106.65327104409,18,node-poi,,,,,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17478819918528512.png
420371750808,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,"Cà Phê, Ăn Nhanh Giải Khát","Coffee, Fast Food & Refreshments","Cà Phê, Ăn Nhanh Giải Khát",10.812016204649,106.65510539749,18,node-poi,,,,,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17494332571041032.png
420372011717,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Calvin Klein,Calvin Klein,Calvin Klein,10.812782797677,106.65559600485,18,node-poi,9,,,,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17478903808058042.png
420371991313,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Quầy làm thủ tục tự động,Check-in Counter Auto,Check-in Counter Auto,10.811330186958,106.652142811,34,poi-checkin-counter,,,,,available,
420372010808,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Quầy làm thủ tục tự động,Check-in Counter Auto,Check-in Counter Auto,10.812133153536,106.65514851293,34,poi-checkin-counter,,,,,available,
420372014040,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,CIAS Coffee & Food,CIAS Coffee & Food,CIAS Coffee & Food,10.811355603533,106.65176732791,18,node-poi,,,,,available,https://mapper-images-singapore.s3-ap-southeast-1.amazonaws.com/seedpoi/logos/company15/17478902849839822.png
420371721212,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Cửa 01-05,Gate 01-05,Cửa 01-05,10.811285667895,106.65224633822,27,poi-gate,,,,,available,
420371739898,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 01-09,Gate 01–09,Cửa 01-09,10.811602404471,106.65135313258,27,poi-gate,,,,,available,
420371720101,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Cửa 06,Gate 06,Cửa 06,10.811344359211,106.65121157363,27,poi-gate,,,,,available,
420371722727,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Cửa 07,Gate 07,Cửa 07,10.81144263801,106.65117389697,27,poi-gate,,,,,available,
420371722626,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Cửa 08,Gate 08,Cửa 08,10.811876116767,106.65219135348,27,poi-gate,,,,,available,
420371721515,T3,Ga Nội Địa T3,420321772424,420322475151,F2 - Arrival,2,Cửa 09,Gate 09,Cửa 09,10.811917973912,106.65229352888,27,poi-gate,,,,,available,
420372008989,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 10,Gate 10,Cửa 10,10.812106369567,106.65264945708,27,poi-gate,,,,,available,
420372009494,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 11,Gate 11,Cửa 11,10.812251272173,106.65305711929,27,poi-gate,,,,,available,
420372009595,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 12,Gate 12,Cửa 12,10.812404078481,106.65348359052,27,poi-gate,,,,,available,
420371737979,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 13,Gate 13,Cửa 13,10.812549035091,106.65389226942,27,poi-gate,,,,,available,
420371737676,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 14,Gate 14,Cửa 14,10.812760274944,106.65441733454,27,poi-gate,,,,,available,
420372009292,T3,Ga Nội Địa T3,420321772424,420322474848,F3 - Departure,3,Cửa 15,Gate 15,Cửa 15,10.812900797258,106.65481963233,27,poi-gate,,,,,available,
